Unique ID; Name; Patronym; Lastname; Sex; Father ID; Mother ID; Spouse ID; Birth; Death; Age; Race; Human%; Orc%
7236;Stephen;;Bergmann;Male;5327;4485;6675;442;;57;Human;77.9541015625;22.0458984375
7237;Va-ra-za-r;;Klein;Female;3339;3443;7320;442;;57;Half-Orc;71.38671875;28.61328125
7238;Erika;;Groß;Female;3971;4160;7466;442;;57;Human;84.423828125;15.576171875
7239;Wilhelmina;;Groß;Female;3259;3230;7102;442;;57;Human;81.591796875;18.408203125
7240;Johannes;;Johanness;Male;3641;3995;6318;442;;57;Human;76.3427734375;23.6572265625
7241;Nina;;Stephens;Female;4689;4573;7778;442;;57;Human;82.21435546875;17.78564453125
7242;Adam;;Michaels;Male;3040;2920;;442;443;1;Human;82.03125;17.96875
7243;Michael;;Michaels;Male;5396;4915;7785;442;;57;Human;76.611328125;23.388671875
7244;Michaela;;Wilhelms;Female;3895;3700;7069;442;;57;Human;77.001953125;22.998046875
7245;Berta;;Eriks;Female;5021;5109;;442;444;2;Human;80.6396484375;19.3603515625
7246;Lena;;Wilhelms;Female;3979;3842;7597;442;;57;Human;77.3681640625;22.6318359375
7247;Lena;;Maximilians;Female;5684;5673;6679;443;;56;Human;81.0546875;18.9453125
7248;Svenja;;Schreiber;Female;3753;3722;7066;443;;56;Human;77.001953125;22.998046875
7249;Marie;;Groß;Female;3632;3913;6823;443;;56;Human;81.94580078125;18.05419921875
7250;Peter;;Peters;Male;4310;4067;7064;443;;56;Human;81.591796875;18.408203125
7251;Johannes;;Reinhardts;Male;5356;4384;;443;446;3;Human;82.53173828125;17.46826171875
7252;Laura;;Klein;Female;3111;3051;7541;443;;56;Human;83.9111328125;16.0888671875
7253;Alberta;;Lang;Female;3496;2986;;443;444;1;Human;80.95703125;19.04296875
7254;Svenja;;Schröder;Female;2247;3307;7356;443;;56;Human;83.203125;16.796875
7255;Olga;;Uwes;Female;5422;5093;7337;443;;56;Half-Orc;72.65625;27.34375
7256;Erik;;Fischer;Male;2893;3441;;443;444;1;Human;78.61328125;21.38671875
7257;Heinrich;;Stephens;Male;4600;4616;;443;444;1;Human;85.4248046875;14.5751953125
7258;Frieda;;Schwarz;Female;2290;2309;7230;443;;56;Human;78.61328125;21.38671875
7259;Bärbel;;Lang;Female;2066;2200;;443;445;2;Human;79.4921875;20.5078125
7260;Nina;;Fels;Female;5244;5397;;443;444;1;Human;77.9296875;22.0703125
7261;Friedrich;;Tischler;Male;2450;2444;;443;444;1;Human;79.58984375;20.41015625
7262;Berta;;Franzs;Female;5448;5348;7514;443;;56;Human;81.50634765625;18.49365234375
7263;Günter;;Tischler;Male;3242;3394;;443;444;1;Human;84.1796875;15.8203125
7264;Laura;;Ians;Female;5614;5453;7834;443;;56;Human;80.04150390625;19.95849609375
7265;Wilhelmina;;Tischler;Female;3820;3739;;443;444;1;Human;77.34375;22.65625
7266;Karl;;Rot;Male;2496;2554;7447;443;;56;Half-Orc;73.6328125;26.3671875
7267;Laura;;Schröder;Female;3638;3190;6573;443;;56;Human;86.23046875;13.76953125
7268;Hermann;;Schreiber;Male;5035;5331;;443;444;1;Human;81.689453125;18.310546875
7269;Uwe;;Uwes;Male;4592;4374;;443;444;1;Human;77.2216796875;22.7783203125
7270;Va-pe-zey-ra;;Schreiber;Female;3784;3961;;443;444;1;Half-Orc;72.4609375;27.5390625
7271;Berta;;Alberts;Female;4735;4632;7192;443;;56;Human;84.8388671875;15.1611328125
7272;Olga;;Stephens;Female;3912;3846;8047;443;;56;Human;84.47265625;15.52734375
7273;Ben;;Uwes;Male;2130;2706;;443;444;1;Half-Orc;73.53515625;26.46484375
7274;Eva;;Maximilians;Female;4164;4314;7306;443;;56;Human;77.7587890625;22.2412109375
7275;Heinrich;;Schwarz;Male;3708;3683;;443;445;2;Human;78.9794921875;21.0205078125
7276;Ian;;Alberts;Male;5613;5652;;443;444;1;Human;81.787109375;18.212890625
7277;Hermann;;Schreiber;Male;3023;3260;7476;443;;56;Human;77.783203125;22.216796875
7278;Uwe;;Schreiber;Male;3917;3783;7552;443;;56;Human;87.3046875;12.6953125
7279;Wilhelmina;;Lang;Female;3630;4140;7312;443;;56;Human;78.5888671875;21.4111328125
7280;Reinhardt;;Bergmann;Male;3849;3395;7223;443;;56;Human;81.1767578125;18.8232421875
7281;Alberta;;Johanness;Female;4263;4345;;443;444;1;Human;79.39453125;20.60546875
7282;Wilhelm;;Eriks;Male;3075;2885;;443;446;3;Human;77.9296875;22.0703125
7283;Tobias;;Groß;Male;4962;5501;6673;443;;56;Human;78.4423828125;21.5576171875
7284;Reinhardt;;Reinhardts;Male;4270;4172;7331;443;;56;Human;79.4189453125;20.5810546875
7285;Klaus;;Peters;Male;2796;2628;;443;444;1;Human;83.49609375;16.50390625
7286;Berta;;Schwarz;Female;2966;3124;;443;444;1;Human;77.734375;22.265625
7287;Uta;;Gra-ze-gy-zas;Female;5377;5231;;443;444;1;Human;76.66015625;23.33984375
7288;Wilhelmina;;Krause;Female;3045;3081;;443;447;4;Human;81.93359375;18.06640625
7289;Günter;;Michaels;Male;2957;3122;;443;444;1;Human;84.27734375;15.72265625
7290;Eva;;Krause;Female;3843;4212;7433;443;;56;Human;78.3203125;21.6796875
7291;Gra-ar-ra-za;;Gra-ar-ra-zas;Male;3612;4145;7206;443;;56;Half-Orc;73.828125;26.171875
7292;Peter;;Günters;Male;5102;4875;7164;443;;56;Human;89.892578125;10.107421875
7293;Olga;;Schütze;Female;2971;3078;7345;443;;56;Human;84.326171875;15.673828125
7294;Laura;;Uwes;Female;3151;3314;7484;443;;56;Human;80.4931640625;19.5068359375
7295;Erika;;Johanns;Female;4011;3730;7309;443;;56;Human;78.125;21.875
7296;Bärbel;;Krause;Female;1921;2173;8259;443;;56;Human;78.515625;21.484375
7297;Va-arz-ze-ur;;Heinrichs;Female;5481;5039;7455;443;;56;Half-Orc;74.21875;25.78125
7298;Marie;;Franzs;Female;3062;3181;7087;443;;56;Human;78.80859375;21.19140625
7299;Friedrich;;Friedrichs;Male;5466;5610;7111;443;;56;Human;79.541015625;20.458984375
7300;Berta;;Groß;Female;3198;3214;7603;443;;56;Human;85.05859375;14.94140625
7301;Uwe;;Rot;Male;4952;4496;7317;443;;56;Human;77.685546875;22.314453125
7302;Michael;;Michaels;Male;3955;3759;7878;443;;56;Human;75.341796875;24.658203125
7303;Albert;;Schmied;Male;4174;4042;;443;444;1;Human;80.224609375;19.775390625
7304;Marie;;Bergmann;Female;4364;4177;;443;444;1;Human;84.47265625;15.52734375
7305;Heinrich;;Klein;Male;5144;5667;7229;443;;56;Human;80.712890625;19.287109375
7306;Stephen;;Schütze;Male;4598;3812;7274;443;;56;Human;75.86669921875;24.13330078125
7307;Johanna;;Müller;Female;2503;2529;6931;443;;56;Human;84.326171875;15.673828125
7308;Svenja;;Alberts;Female;4136;3780;9508;443;;56;Human;75.29296875;24.70703125
7309;Adam;;Schütze;Male;4182;4006;7295;443;;56;Half-Orc;73.4375;26.5625
7310;Lena;;Schröder;Female;3945;3434;7627;443;;56;Human;80.5908203125;19.4091796875
7311;Tobias;;Tobiass;Male;2257;2316;6356;443;;56;Human;76.3671875;23.6328125
7312;Tobias;;Rot;Male;3671;4488;7279;443;;56;Human;84.0576171875;15.9423828125
7313;Michaela;;Hanss;Female;5084;5284;7533;443;;56;Human;85.693359375;14.306640625
7314;Johanna;;Eriks;Female;3576;3002;;443;444;1;Human;83.251953125;16.748046875
7315;Franz;;Franzs;Male;2854;2765;7181;443;;56;Human;75.9765625;24.0234375
7316;Klaus;;Tischler;Male;3853;4027;7005;443;;56;Human;78.18603515625;21.81396484375
7317;Lisa;;Johanns;Female;2827;2665;7301;443;;56;Human;76.85546875;23.14453125
7318;Hildegard;;Alberts;Female;3490;3547;;443;444;1;Human;80.37109375;19.62890625
7319;Laura;;Bens;Female;2863;2930;7078;443;;56;Human;84.375;15.625
7320;Ian;;Ians;Male;3101;3262;7237;443;;56;Human;81.4453125;18.5546875
7321;Hildegard;;Klein;Female;2826;2566;;443;444;1;Human;85.44921875;14.55078125
7322;Karl;;Karls;Male;5490;4928;6748;443;;56;Human;79.229736328125;20.770263671875
7323;Adam;;Wilhelms;Male;4946;3807;7726;443;;56;Human;80.46875;19.53125
7324;Eva;;Fels;Female;3192;3579;;443;444;1;Half-Orc;74.267578125;25.732421875
7325;Tobias;;Lang;Male;2967;2642;7458;443;;56;Human;78.61328125;21.38671875
7326;Erik;;Friedrichs;Male;5522;4994;;443;445;2;Human;81.93359375;18.06640625
7327;Tobias;;Bergmann;Male;5773;5463;6669;443;;56;Human;80.322265625;19.677734375
7328;Olga;;Peters;Female;5639;4951;;443;444;1;Human;87.6953125;12.3046875
7329;Johanna;;Bergmann;Female;3559;3505;;443;447;4;Human;79.2724609375;20.7275390625
7330;Uwe;;Groß;Male;5427;5672;6976;443;;56;Human;76.318359375;23.681640625
7331;Alberta;;Bergmann;Female;5553;5546;7284;443;;56;Half-Orc;70.1416015625;29.8583984375
7332;Sonja;;Alberts;Female;4362;5187;;443;445;2;Human;82.03125;17.96875
7333;Hans;;Alberts;Male;2623;2626;;443;444;1;Human;89.6484375;10.3515625
7334;Karl;;Karls;Male;3467;3498;7052;443;;56;Human;82.8125;17.1875
7335;Alberta;;Maximilians;Female;2813;2825;7357;443;;56;Human;86.865234375;13.134765625
7336;Marie;;Schulz;Female;4101;4786;7226;443;;56;Human;83.9111328125;16.0888671875
7337;Johann;;Groß;Male;3437;3353;7255;443;;56;Human;90.185546875;9.814453125
7338;Ben;;Klauss;Male;4712;3637;7151;443;;56;Human;81.103515625;18.896484375
7339;Berta;;Olafs;Female;2922;2809;7491;443;;56;Human;80.810546875;19.189453125
7340;Friedrich;;Fischer;Male;5345;4799;;443;444;1;Half-Orc;74.4140625;25.5859375
7341;Johann;;Fels;Male;5566;4575;7172;443;;56;Human;81.53076171875;18.46923828125
7342;Laura;;Müller;Female;3232;3127;;443;444;1;Human;80.95703125;19.04296875
7343;Erika;;Karls;Female;4214;4127;;443;444;1;Human;78.3203125;21.6796875
7344;Johann;;Johanns;Male;3504;3120;8525;443;;56;Human;77.734375;22.265625
7345;Uwe;;Krause;Male;2671;2425;7293;443;;56;Human;77.734375;22.265625
7346;Johanna;;Krause;Female;2184;2278;7227;443;;56;Human;79.8828125;20.1171875
7347;Michaela;;Karls;Female;3674;3483;;443;444;1;Human;83.10546875;16.89453125
7348;Hildegard;;Eriks;Female;4827;4386;7350;443;;56;Human;86.26708984375;13.73291015625
7349;Marie;;Schwarz;Female;2575;2949;7392;443;;56;Human;76.171875;23.828125
7350;Hans;;Groß;Male;3011;3064;7348;443;;56;Human;78.7109375;21.2890625
7351;Lisa;;Meier;Female;5424;5637;7561;443;;56;Human;87.646484375;12.353515625
7352;Bärbel;;Ians;Female;3246;2843;7096;443;;56;Human;75.48828125;24.51171875
7353;Frieda;;Johanness;Female;3309;2889;;443;444;1;Human;89.55078125;10.44921875
7354;Heinrich;;Heinrichs;Male;3223;3251;8999;443;;56;Human;83.203125;16.796875
7355;Friedrich;;Adams;Male;4602;4350;7375;443;;56;Human;75.68359375;24.31640625
7356;Johannes;;Klauss;Male;3871;3664;7254;443;;56;Human;77.6123046875;22.3876953125
7357;Heinrich;;Fels;Male;2837;3139;7335;444;;55;Human;83.88671875;16.11328125
7358;Nina;;Tobiass;Female;5167;5291;;444;446;2;Human;81.396484375;18.603515625
7359;Laura;;Reinhardts;Female;3942;4063;;444;445;1;Half-Orc;74.70703125;25.29296875
7360;Lena;;Schulz;Female;5376;4635;7650;444;;55;Human;76.025390625;23.974609375
7361;Olga;;Schütze;Female;4800;4269;7377;444;;55;Human;80.712890625;19.287109375
7362;Günter;;Günters;Male;3446;3489;7551;444;;55;Human;80.810546875;19.189453125
7363;Franz;;Johanness;Male;4542;4495;7848;444;;55;Human;80.029296875;19.970703125
7364;Reinhardt;;Reinhardts;Male;2756;2903;7199;444;;55;Human;79.78515625;20.21484375
7365;Klaus;;Eriks;Male;4662;4697;;444;446;2;Human;80.224609375;19.775390625
7366;Va-kr-ra-ze;;Tischler;Female;3494;3578;;444;445;1;Half-Orc;74.70703125;25.29296875
7367;Günter;;Johanns;Male;5772;5557;7202;444;;55;Human;81.4208984375;18.5791015625
7368;Wilhelmina;;Schmied;Female;4007;3854;8446;444;;55;Human;85.3515625;14.6484375
7369;Maximilian;;Eriks;Male;4409;4562;;444;445;1;Human;81.8603515625;18.1396484375
7370;Reinhardt;;Schmied;Male;3949;3902;7499;444;;55;Human;84.86328125;15.13671875
7371;Olaf;;Olafs;Male;5413;5454;7559;444;;55;Human;83.0322265625;16.9677734375
7372;Ian;;Ians;Male;2768;2763;7167;444;;55;Human;75.68359375;24.31640625
7373;Ben;;Bens;Male;2817;2617;6860;444;;55;Half-Orc;74.755859375;25.244140625
7374;Olga;;Schmied;Female;5756;4148;;444;445;1;Human;79.571533203125;20.428466796875
7375;Uta;;Lang;Female;2766;2786;7355;444;;55;Human;85.693359375;14.306640625
7376;Tobias;;Schwarz;Male;2556;2489;6140;444;;55;Human;79.8828125;20.1171875
7377;Karl;;Lang;Male;3639;3717;7361;444;;55;Human;84.66796875;15.33203125
7378;Svenja;;Stephens;Female;4603;4217;;444;445;1;Human;80.6884765625;19.3115234375
7379;Svenja;;Tischler;Female;5324;5057;7615;444;;55;Human;78.515625;21.484375
7380;Gra-fr-pa-ze;;Schütze;Male;3112;3047;;444;445;1;Half-Orc;70.99609375;29.00390625
7381;Berta;;Friedrichs;Female;5044;4970;;444;446;2;Human;77.44140625;22.55859375
7382;Johannes;;Rot;Male;4804;4418;;444;445;1;Human;83.056640625;16.943359375
7383;Ben;;Schmied;Male;2730;2779;7729;444;;55;Human;85.44921875;14.55078125
7384;Franz;;Schulz;Male;5570;4657;7054;444;;55;Human;83.33740234375;16.66259765625
7385;Gra-kry-ar-zar;;Fischer;Male;4609;4490;6178;444;;55;Half-Orc;73.92578125;26.07421875
7386;Hermann;;Franzs;Male;2714;2732;;444;445;1;Human;80.76171875;19.23828125
7387;Laura;;Krause;Female;2776;2775;;444;445;1;Human;85.205078125;14.794921875
7388;Wilhelmina;;Maximilians;Female;2981;2928;7459;444;;55;Half-Orc;72.412109375;27.587890625
7389;Alberta;;Friedrichs;Female;2604;2755;7814;444;;55;Human;83.837890625;16.162109375
7390;Svenja;;Tischler;Female;4669;4553;;444;446;2;Human;79.9560546875;20.0439453125
7391;Nina;;Johanness;Female;2687;2894;;444;445;1;Human;75.29296875;24.70703125
7392;Klaus;;Kunst;Male;5108;5111;7349;444;;55;Human;77.99072265625;22.00927734375
7393;Hans;;Ians;Male;3412;3367;;444;447;3;Human;77.001953125;22.998046875
7394;Bärbel;;Klein;Female;4478;4508;;444;445;1;Human;84.033203125;15.966796875
7395;Johann;;Johanns;Male;5223;5254;6987;444;;55;Human;92.333984375;7.666015625
7396;Peter;;Schütze;Male;2259;2368;7518;444;;55;Human;86.9140625;13.0859375
7397;Wilhelm;;Schwarz;Male;5235;4854;7613;444;;55;Human;81.201171875;18.798828125
7398;Wilhelmina;;Fischer;Female;4685;4780;;444;445;1;Human;80.6640625;19.3359375
7399;Karl;;Klein;Male;3733;3480;7113;444;;55;Human;80.126953125;19.873046875
7400;Johannes;;Johanness;Male;3755;3984;5900;444;;55;Human;82.177734375;17.822265625
7401;Wilhelmina;;Adams;Female;4704;4924;7990;444;;55;Human;77.38037109375;22.61962890625
7402;Laura;;Eriks;Female;5751;5062;7934;444;;55;Human;82.72705078125;17.27294921875
7403;Johannes;;Bergmann;Male;4161;4052;;444;445;1;Human;80.8349609375;19.1650390625
7404;Berta;;Krause;Female;4291;4163;7464;444;;55;Human;82.1044921875;17.8955078125
7405;Stephen;;Klein;Male;3336;3296;6904;444;;55;Human;75.87890625;24.12109375
7406;Tobias;;Fels;Male;5649;5036;;444;445;1;Human;79.7119140625;20.2880859375
7407;Hildegard;;Rot;Female;5460;5535;;444;445;1;Human;76.995849609375;23.004150390625
7408;Lena;;Fels;Female;4739;4411;7566;444;;55;Human;84.2529296875;15.7470703125
7409;Hans;;Fischer;Male;3968;3786;6232;444;;55;Human;75.9521484375;24.0478515625
7410;Alberta;;Schulz;Female;3597;3803;6959;444;;55;Human;78.22265625;21.77734375
7411;Franz;;Kunst;Male;5478;5573;;444;445;1;Human;81.15234375;18.84765625
7412;Uwe;;Uwes;Male;3145;3225;6762;444;;55;Human;77.9052734375;22.0947265625
7413;Hans;;Hanss;Male;3129;3055;7652;444;;55;Human;77.734375;22.265625
7414;Marie;;Friedrichs;Female;2789;3066;;444;445;1;Human;83.1787109375;16.8212890625
7415;Hermann;;Schröder;Male;2543;2527;;444;445;1;Human;78.90625;21.09375
7416;Olaf;;Johanns;Male;5099;4737;6388;444;;55;Human;79.541015625;20.458984375
7417;Lisa;;Günters;Female;3863;3763;;444;447;3;Human;78.271484375;21.728515625
7418;Karl;;Müller;Male;5429;5564;;444;446;2;Human;78.43017578125;21.56982421875
7419;Heinrich;;Heinrichs;Male;4142;4106;7060;444;;55;Human;83.447265625;16.552734375
7420;Günter;;Günters;Male;3946;4016;7918;444;;55;Half-Orc;73.73046875;26.26953125
7421;Reinhardt;;Schröder;Male;4153;4128;7150;444;;55;Human;79.39453125;20.60546875
7422;Laura;;Hanss;Female;5660;4933;7457;444;;55;Human;80.908203125;19.091796875
7423;Sonja;;Michaels;Female;3520;3558;7434;444;;55;Human;79.296875;20.703125
7424;Olga;;Karls;Female;5753;5379;8090;444;;55;Human;83.88671875;16.11328125
7425;Erika;;Tobiass;Female;4156;3963;;444;445;1;Human;77.294921875;22.705078125
7426;Johann;;Fels;Male;3934;3416;6706;444;;55;Human;85.2294921875;14.7705078125
7427;Ian;;Ians;Male;3396;3451;6382;444;;55;Human;81.93359375;18.06640625
7428;Olga;;Klein;Female;4196;4527;7526;444;;55;Human;82.03125;17.96875
7429;Hans;;Rot;Male;4934;4897;;444;446;2;Human;83.30078125;16.69921875
7430;Tobias;;Stephens;Male;3243;3301;;444;445;1;Human;76.171875;23.828125
7431;Friedrich;;Fischer;Male;5170;4154;7787;444;;55;Human;79.2724609375;20.7275390625
7432;Laura;;Klauss;Female;5777;5608;7569;444;;55;Human;82.12890625;17.87109375
7433;Reinhardt;;Schreiber;Male;5813;5168;7290;444;;55;Human;83.19091796875;16.80908203125
7434;Michael;;Schütze;Male;3363;3792;7423;444;;55;Human;85.546875;14.453125
7435;Eva;;Johanness;Female;2133;2537;8006;444;;55;Human;80.859375;19.140625
7436;Karl;;Gra-za-ar-gys;Male;2325;2664;;444;445;1;Human;77.490234375;22.509765625
7437;Sonja;;Groß;Female;3462;3661;;444;445;1;Human;84.08203125;15.91796875
7438;Alberta;;Eriks;Female;5295;4483;7475;444;;55;Human;77.001953125;22.998046875
7439;Va-ar-zak-pa;;Michaels;Female;2959;2916;;444;445;1;Half-Orc;74.31640625;25.68359375
7440;Hans;;Müller;Male;4878;4677;;444;445;1;Human;77.44140625;22.55859375
7441;Michaela;;Peters;Female;4344;4690;;444;445;1;Human;79.6142578125;20.3857421875
7442;Reinhardt;;Eriks;Male;5040;4864;;444;446;2;Human;83.154296875;16.845703125
7443;Friedrich;;Klein;Male;3005;3185;;444;446;2;Human;76.5625;23.4375
7444;Bärbel;;Gra-ur-pa-rs;Female;2958;3180;7487;444;;55;Half-Orc;70.1171875;29.8828125
7445;Adam;;Michaels;Male;1973;2109;;444;445;1;Human;80.95703125;19.04296875
7446;Tobias;;Gra-zey-fry-zags;Male;5222;5657;6902;444;;55;Half-Orc;73.15673828125;26.84326171875
7447;Frieda;;Schreiber;Female;2965;3284;7266;444;;55;Human;87.109375;12.890625
7448;Sonja;;Tobiass;Female;2561;2507;;444;445;1;Human;76.416015625;23.583984375
7449;Wilhelmina;;Müller;Female;5209;5082;;444;445;1;Human;80.43212890625;19.56787109375
7450;Ian;;Günters;Male;1625;2375;;444;445;1;Human;82.421875;17.578125
7451;Hans;;Groß;Male;3825;3943;;444;446;2;Human;79.345703125;20.654296875
7452;Frieda;;Karls;Female;4989;5053;7128;444;;55;Human;80.810546875;19.189453125
7453;Michaela;;Tischler;Female;2713;2794;6661;444;;55;Human;81.4453125;18.5546875
7454;Olaf;;Bens;Male;3990;3932;;444;446;2;Human;80.8837890625;19.1162109375
7455;Franz;;Schreiber;Male;3903;3915;7297;444;;55;Human;77.587890625;22.412109375
7456;Lisa;;Fels;Female;3556;3546;7011;444;;55;Human;79.78515625;20.21484375
7457;Michael;;Michaels;Male;4234;4173;7422;444;;55;Human;79.9072265625;20.0927734375
7458;Uta;;Schröder;Female;5508;5047;7325;444;;55;Human;79.3212890625;20.6787109375
7459;Stephen;;Stephens;Male;4833;4552;7388;444;;55;Human;88.9404296875;11.0595703125
7460;Albert;;Schulz;Male;4352;4115;;444;445;1;Human;77.9052734375;22.0947265625
7461;Johann;;Reinhardts;Male;5263;5584;7511;444;;55;Human;78.271484375;21.728515625
7462;Heinrich;;Groß;Male;3646;3178;6928;444;;55;Human;81.982421875;18.017578125
7463;Heinrich;;Schulz;Male;2477;2428;;444;445;1;Human;85.1318359375;14.8681640625
7464;Hans;;Klein;Male;2787;2811;7404;444;;55;Human;80.2734375;19.7265625
7465;Laura;;Adams;Female;3197;3048;;444;446;2;Human;82.32421875;17.67578125
7466;Ian;;Ians;Male;5730;5627;7238;444;;55;Human;86.81640625;13.18359375
7467;Lena;;Schröder;Female;3614;3589;;444;445;1;Human;82.32421875;17.67578125
7468;Lena;;Ians;Female;2456;2334;;444;445;1;Human;83.0078125;16.9921875
7469;Svenja;;Hanss;Female;3074;2850;;444;445;1;Human;85.05859375;14.94140625
7470;Nina;;Klein;Female;4613;4224;7685;444;;55;Human;77.05078125;22.94921875
7471;Johann;;Reinhardts;Male;3466;3743;;445;446;1;Human;82.8125;17.1875
7472;Johannes;;Lang;Male;2385;2413;;445;446;1;Human;85.3515625;14.6484375
7473;Marie;;Schütze;Female;3374;3407;;445;446;1;Human;79.443359375;20.556640625
7474;Karl;;Klein;Male;3196;2982;;445;446;1;Human;82.32421875;17.67578125
7475;Albert;;Bergmann;Male;4633;4969;7438;445;;54;Human;76.66015625;23.33984375
7476;Olga;;Michaels;Female;4655;4557;7277;445;;54;Human;79.78515625;20.21484375
7477;Marie;;Fels;Female;4947;4775;;445;446;1;Human;81.34765625;18.65234375
7478;Ian;;Schütze;Male;3245;3283;7574;445;;54;Human;82.51953125;17.48046875
7479;Maximilian;;Maximilians;Male;3602;4094;8558;445;;54;Human;78.90625;21.09375
7480;Tobias;;Tobiass;Male;2514;2738;7765;445;;54;Half-Orc;72.75390625;27.24609375
7481;Ian;;Wilhelms;Male;1817;2194;;445;446;1;Human;85.7421875;14.2578125
7482;Hildegard;;Peters;Female;2283;2323;8873;445;;54;Human;83.69140625;16.30859375
7483;Ben;;Bens;Male;3590;3745;7536;445;;54;Human;80.3466796875;19.6533203125
7484;Adam;;Adams;Male;4380;4230;7294;445;;54;Human;79.931640625;20.068359375
7485;Ben;;Gra-ar-fry-frs;Male;4651;4112;;445;446;1;Human;76.708984375;23.291015625
7486;Lena;;Friedrichs;Female;5785;5367;8129;445;;54;Human;81.7626953125;18.2373046875
7487;Heinrich;;Heinrichs;Male;5009;4966;7444;445;;54;Human;80.95703125;19.04296875
7488;Klaus;;Klauss;Male;4879;5213;6980;445;;54;Human;81.79931640625;18.20068359375
7489;Michaela;;Olafs;Female;4912;4477;;445;446;1;Human;87.3046875;12.6953125
7490;Reinhardt;;Reinhardts;Male;2705;2593;7847;445;;54;Human;76.123046875;23.876953125
7491;Heinrich;;Heinrichs;Male;4624;4681;7339;445;;54;Human;77.20947265625;22.79052734375
7492;Gra-kr-zak-zey;;Tischler;Male;5455;5484;6908;445;;54;Half-Orc;73.809814453125;26.190185546875
7493;Adam;;Adams;Male;4767;4597;8016;445;;54;Human;76.3671875;23.6328125
7494;Franz;;Fels;Male;5688;5663;;445;446;1;Human;76.8798828125;23.1201171875
7495;Johanna;;Reinhardts;Female;5373;5261;;445;446;1;Human;80.615234375;19.384765625
7496;Svenja;;Wilhelms;Female;2806;2909;;445;446;1;Human;86.5234375;13.4765625
7497;Hildegard;;Schulz;Female;3511;3530;8555;445;;54;Human;80.322265625;19.677734375
7498;Klaus;;Klauss;Male;3697;3619;7614;445;;54;Human;78.80859375;21.19140625
7499;Eva;;Franzs;Female;5634;5682;7370;445;;54;Human;82.91015625;17.08984375
7500;Gra-r-gy-kr;;Wilhelms;Male;2659;3413;;445;446;1;Half-Orc;73.4375;26.5625
7501;Eva;;Adams;Female;5607;4733;;445;446;1;Human;84.0087890625;15.9912109375
7502;Klaus;;Lang;Male;2282;2344;7036;445;;54;Human;80.46875;19.53125
7503;Erik;;Johanness;Male;5588;5457;7750;445;;54;Human;78.22265625;21.77734375
7504;Reinhardt;;Rot;Male;3713;3762;;445;447;2;Human;82.2265625;17.7734375
7505;Wilhelm;;Krause;Male;4275;4062;7029;445;;54;Human;82.958984375;17.041015625
7506;Frieda;;Michaels;Female;5850;5770;8165;445;;54;Human;80.322265625;19.677734375
7507;Karl;;Tischler;Male;5698;5236;;445;446;1;Human;79.1748046875;20.8251953125
7508;Tobias;;Olafs;Male;5081;5252;7090;445;;54;Human;76.611328125;23.388671875
7509;Peter;;Olafs;Male;5462;5221;;445;446;1;Human;75.927734375;24.072265625
7510;Frieda;;Fels;Female;5142;4872;7517;445;;54;Human;75.6591796875;24.3408203125
7511;Wilhelmina;;Tischler;Female;3177;3046;7461;445;;54;Human;84.9609375;15.0390625
7512;Svenja;;Bergmann;Female;5791;5821;;445;446;1;Human;84.033203125;15.966796875
7513;Adam;;Adams;Male;4237;4040;7773;445;;54;Human;82.71484375;17.28515625
7514;Gra-zag-za-pa;;Groß;Male;2948;3257;7262;445;;54;Half-Orc;71.77734375;28.22265625
7515;Reinhardt;;Heinrichs;Male;3787;3806;;445;446;1;Human;77.05078125;22.94921875
7516;Uwe;;Rot;Male;3805;3442;6285;445;;54;Human;81.0546875;18.9453125
7517;Olaf;;Tischler;Male;5306;5576;7510;445;;54;Human;84.619140625;15.380859375
7518;Uta;;Krause;Female;5626;5080;7396;445;;54;Human;81.1279296875;18.8720703125
7519;Wilhelmina;;Schreiber;Female;3327;3376;;445;446;1;Human;83.7890625;16.2109375
7520;Uwe;;Franzs;Male;4248;4292;;445;446;1;Human;78.02734375;21.97265625
7521;Michaela;;Peters;Female;2740;2545;;445;446;1;Human;79.736328125;20.263671875
7522;Stephen;;Fischer;Male;3115;3053;7579;445;;54;Human;80.2734375;19.7265625
7523;Alberta;;Hermanns;Female;4604;4747;7173;445;;54;Human;83.349609375;16.650390625
7524;Stephen;;Gra-urz-urk-zars;Male;3649;3565;;445;446;1;Human;79.296875;20.703125
7525;Tobias;;Schreiber;Male;5706;5336;6764;445;;54;Human;83.984375;16.015625
7526;Erik;;Eriks;Male;4274;4111;7428;445;;54;Human;83.251953125;16.748046875
7527;Günter;;Lang;Male;3450;3464;;445;446;1;Human;78.271484375;21.728515625
7528;Hildegard;;Lang;Female;5669;5112;;445;446;1;Human;75.244140625;24.755859375
7529;Lena;;Klauss;Female;3212;3503;;445;446;1;Human;82.1044921875;17.8955078125
7530;Lena;;Rot;Female;2963;3164;;445;446;1;Human;82.12890625;17.87109375
7531;Reinhardt;;Schulz;Male;4178;3575;7050;445;;54;Human;76.74560546875;23.25439453125
7532;Adam;;Adams;Male;5152;4949;6540;445;;54;Human;82.080078125;17.919921875
7533;Stephen;;Stephens;Male;4176;4026;7313;445;;54;Human;75.42724609375;24.57275390625
7534;Nina;;Franzs;Female;5169;4988;7733;445;;54;Human;77.5390625;22.4609375
7535;Eva;;Fischer;Female;4843;4967;;445;446;1;Human;79.00390625;20.99609375
